Day or Night?_2013,State,Date_2013,Race_2013,Vehicle Type_2013,From Where_2013,To Where_2013,Trip distance_2013,Alcohol Today_2013,Age Range_2013,Zipcode_2013,Education Level_2013,Employed_2013,Blood Alcohol Content_2013
1,OH,8/2/2013 14:59,1,SUV/ Crossover,Own home,Store or gas station,20-Nov,No,57.0,43331.0,Bachelor's degree,Employed Full-time,#NULL!
1,OH,8/2/2013 15:08,1,Motorcycle,Work,Own home,0-5,No,26.0,43311.0,Associate's degree,Employed Full-time,#NULL!
1,OH,8/2/2013 15:14,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
1,OH,8/2/2013 15:43,1,SUV/ Crossover,Store or gas station,Own home,0-5,,70.0,43311.0,High school graduate,Retired,0
2,OH,8/2/2013 22:22,1,Car,Someone else's home,Own home,More than 20,No,37.0,43347.0,Some college - no degree,Employed Full-time,0
2,OH,8/2/2013 22:33,1,Car,Sport or rec facility/park,Own home,10-Jun,No,24.0,43357.0,Associate's degree,Employed Part-time,#NULL!
2,OH,8/2/2013 22:39,#NULL!,Car,,,,,,,,,#NULL!
2,OH,8/2/2013 23:00,1,SUV/ Crossover,Someone else's home,Own home,More than 20,,82.0,43357.0,High school graduate,Retired,#NULL!
2,OH,8/2/2013 23:20,1,Pickup,Work,Own home,More than 20,,53.0,43360.0,High school graduate,Employed Full-time,#NULL!
2,OH,8/3/2013 0:00,1,Car,Own home,Someone else's home,More than 20,,17.0,43078.0,9th - 11th grade,Employed Part-time,#NULL!
3,OH,8/3/2013 1:38,1,Pickup,Work,Own home,More than 20,No,44.0,43310.0,High school graduate,Employed Full-time,#NULL!
3,OH,8/3/2013 1:49,1,Minivan,Restaurant/eating place,Own home,20-Nov,,57.0,43319.0,9th - 11th grade,On Disability,#NULL!
3,OH,8/3/2013 2:00,1,Car,Sport or rec facility/park,Own home,20-Nov,,65.0,43310.0,High school graduate,Retired,#NULL!
3,OH,8/3/2013 2:09,1,Minivan,Sport or rec facility/park,Own home,More than 20,,49.0,43310.0,Master's degree,Employed Full-time,#NULL!
3,OH,8/3/2013 2:41,#NULL!,Car,,,,,,,,,#NULL!
3,OH,8/3/2013 2:54,2,Motorcycle,Work,Own home,More than 20,,59.0,45506.0,Bachelor's degree,Employed Full-time,0
5,OH,8/4/2013 1:33,5,Car,Someone else's home,Someone else's home,More than 20,No,23.0,43017.0,Some college - no degree,Unemployed,0
5,OH,8/4/2013 1:48,1,Car,Other,Own home,10-Jun,No,19.0,43311.0,High school graduate,Employed Full-time,#NULL!
5,OH,8/4/2013 2:08,1,SUV/ Crossover,Work,Own home,20-Nov,No,27.0,43311.0,High school graduate,Employed Full-time,#NULL!
5,OH,8/4/2013 2:18,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
5,OH,8/4/2013 2:40,8,Car,Someone else's home,Own home,More than 20,,19.0,43311.0,High school graduate,Employed Full-time,0
5,OH,8/4/2013 3:01,1,Minivan,Own home,Someone else's home,10-Jun,No,29.0,43311.0,High school graduate,Employed Part-time,0
2,PA,8/16/2013 22:07,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
2,PA,8/16/2013 22:25,1,SUV/ Crossover,Own home,"Bar, tavern, club",0-5,No,42.0,15068.0,Associate's degree,Employed Full-time,0
2,PA,8/16/2013 22:29,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
2,PA,8/16/2013 22:52,1,SUV/ Crossover,Own home,Someone else's home,0-5,No,32.0,15656.0,Some college - no degree,Employed Full-time,0
2,PA,8/16/2013 23:14,1,SUV/ Crossover,"Bar, tavern, club","Bar, tavern, club",0-5,No,18.0,15068.0,High school graduate,Unemployed,#NULL!
2,PA,8/16/2013 23:28,1,Pickup,Someone else's home,Own home,10-Jun,No,52.0,71292.0,Associate's degree,Employed Full-time,#NULL!
2,PA,8/16/2013 23:50,1,Pickup,Someone else's home,Own home,10-Jun,,74.0,15068.0,9th - 11th grade,Unemployed,0
2,PA,8/17/2013 0:05,1,SUV/ Crossover,Someone else's home,Own home,0-5,,18.0,15068.0,9th - 11th grade,Unemployed,#NULL!
3,PA,8/17/2013 1:17,#NULL!,Car,,,,,,,,,#NULL!
3,PA,8/17/2013 1:34,1,Minivan,"Bar, tavern, club",Own home,10-Jun,No,39.0,15068.0,High school graduate,Employed Full-time,#NULL!
3,PA,8/17/2013 1:45,#NULL!,Minivan,,,,,,,,,#NULL!
3,PA,8/17/2013 1:53,1,Minivan,Other,Own home,More than 20,,58.0,15656.0,High school graduate,Retired,#NULL!
3,PA,8/17/2013 1:59,#NULL!,Car,,,,,,,,,#NULL!
3,PA,8/17/2013 2:14,1,Car,"Bar, tavern, club",Own home,20-Nov,No,44.0,15068.0,Bachelor's degree,Employed Full-time,0
3,PA,8/17/2013 2:24,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
3,PA,8/17/2013 2:32,#NULL!,Minivan,,,,,,,,,#NULL!
3,PA,8/17/2013 2:47,1,Car,"Bar, tavern, club",Own home,More than 20,No,58.0,15068.0,High school graduate,On Disability,#NULL!
3,PA,8/17/2013 4:34,1,Car,Other,Other,10-Jun,No,21.0,15065.0,High school graduate,Employed Full-time,#NULL!
5,PA,8/18/2013 1:21,#NULL!,Car,,,,,,,,,#NULL!
5,PA,8/18/2013 1:40,1,Car,Sport or rec facility/park,Own home,More than 20,No,39.0,16056.0,High school graduate,Employed Full-time,0
5,PA,8/18/2013 2:00,1,Car,Someone else's home,Own home,More than 20,No,43.0,16001.0,Some college - no degree,Employed Full-time,#NULL!
5,PA,8/18/2013 2:07,#NULL!,Car,,,,,,,,,#NULL!
5,PA,8/18/2013 2:23,#NULL!,Car,,,,,,,,,#NULL!
5,PA,8/18/2013 2:29,#NULL!,Car,,,,,,,,,#NULL!
5,PA,8/18/2013 2:37,#NULL!,Car,,,,,,,,,#NULL!
5,PA,8/18/2013 2:43,#NULL!,Car,,,,,,,,,#NULL!
5,PA,8/18/2013 2:56,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
1,TX,10/18/2013 11:04,1,Car,Own home,Store or gas station,10-Jun,,65.0,75006.0,High school graduate,Homemaker,#NULL!
1,TX,10/18/2013 11:08,#NULL!,Car,,,,,,,,,#NULL!
1,TX,10/18/2013 11:13,#NULL!,Car,,,,,,,,,#NULL!
1,TX,10/18/2013 11:37,1,Minivan,Someone else's home,Own home,0-5,No,54.0,75007.0,Some college - no degree,Employed Part-time,0
1,TX,10/18/2013 11:45,#NULL!,Motorcycle,,,,,,,,,#NULL!
1,TX,10/18/2013 12:02,3,Car,Work,Restaurant/eating place,20-Nov,,41.0,75056.0,Some college - no degree,Homemaker,#NULL!
1,TX,10/18/2013 12:15,1,SUV/ Crossover,Work,Own home,20-Nov,No,42.0,75007.0,Bachelor's degree,Employed Full-time,#NULL!
1,TX,10/18/2013 12:23,1,Car,School/church,School/church,10-Jun,,17.0,75007.0,High school graduate,Employed Part-time,#NULL!
2,TX,10/18/2013 22:12,#NULL!,Car,,,,,,,,,#NULL!
2,TX,10/18/2013 22:31,1,Car,Work,Someone else's home,0-5,No,20.0,75149.0,9th - 11th grade,Employed Part-time,#NULL!
2,TX,10/18/2013 22:41,#NULL!,Pickup,,,,,,,,,#NULL!
2,TX,10/18/2013 22:57,1,Motorcycle,Restaurant/eating place,Own home,10-Jun,,53.0,74149.0,Some college - no degree,Employed Full-time,#NULL!
2,TX,10/18/2013 23:14,1,Car,School/church,Own home,0-5,No,42.0,75149.0,Some college - no degree,Unemployed,#NULL!
2,TX,10/18/2013 23:34,7,Car,Someone else's home,Own home,More than 20,,32.0,75149.0,Bachelor's degree,Employed Full-time,#NULL!
2,TX,10/18/2013 23:48,1,Pickup,Restaurant/eating place,Own home,20-Nov,,70.0,75149.0,High school graduate,Retired,0
2,TX,10/19/2013 0:07,3,Minivan,Someone else's home,Own home,10-Jun,,19.0,75149.0,Associate's degree,Unemployed,#NULL!
3,TX,10/19/2013 1:11,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
3,TX,10/19/2013 1:23,1,Pickup,Someone else's home,Own home,More than 20,No,30.0,75002.0,High school graduate,Employed Full-time,#NULL!
3,TX,10/19/2013 1:48,1,SUV/ Crossover,Work,Own home,20-Nov,No,36.0,75218.0,9th - 11th grade,Employed Full-time,#NULL!
3,TX,10/19/2013 2:03,1,SUV/ Crossover,Restaurant/eating place,Restaurant/eating place,More than 20,,20.0,75159.0,Some college - no degree,Employed Part-time,#NULL!
3,TX,10/19/2013 2:34,#NULL!,Minivan,,,,,,,,,#NULL!
3,TX,10/19/2013 2:44,#NULL!,,,,,,,,,,#NULL!
3,TX,10/19/2013 2:54,#NULL!,,,,,,,,,,#NULL!
3,TX,10/19/2013 3:04,#NULL!,,,,,,,,,,#NULL!
4,TX,10/19/2013 22:14,#NULL!,Car,,,,,,,,,#NULL!
4,TX,10/19/2013 22:29,1,Pickup,Sport or rec facility/park,Own home,20-Nov,No,28.0,75287.0,Bachelor's degree,Employed Full-time,#NULL!
4,TX,10/19/2013 22:34,#NULL!,Car,,,,,,,,,#NULL!
4,TX,10/19/2013 22:40,#NULL!,Car,,,,,,,,,#NULL!
4,TX,10/19/2013 22:55,1,Car,Own home,Someone else's home,More than 20,No,30.0,75006.0,Associate's degree,Employed Full-time,#NULL!
4,TX,10/19/2013 23:02,#NULL!,Car,,,,,,,,,#NULL!
4,TX,10/19/2013 23:12,#NULL!,Pickup,,,,,,,,,#NULL!
4,TX,10/19/2013 23:29,1,Car,Sport or rec facility/park,Own home,More than 20,,42.0,75115.0,Some college - no degree,Employed Full-time,0
1,AL,6/7/2013 14:38,#NULL!,Pickup,,,,,,,,,#NULL!
1,AL,6/7/2013 15:06,1,Pickup,Work,Own home,More than 20,No,46.0,35953.0,Some college - no degree,Employed Full-time,0
1,AL,6/7/2013 15:25,1,Car,Work,Own home,More than 20,No,37.0,35043.0,Associate's degree,Employed Full-time,#NULL!
1,AL,6/7/2013 15:43,1,Car,Own home,Other,20-Nov,No,32.0,35178.0,9th - 11th grade,Employed Full-time,#NULL!
1,AL,6/7/2013 16:08,1,Car,Own home,Other,10-Jun,,55.0,35178.0,9th - 11th grade,On Disability,#NULL!
1,AL,6/7/2013 16:22,8,SUV/ Crossover,Hotel/motel,Work,20-Nov,No,34.0,78521.0,Professional degree,Employed Full-time,#NULL!
3,AL,6/8/2013 1:42,1,Car,Other,Own home,More than 20,,19.0,30108.0,Some college - no degree,Employed Full-time,0
3,AL,6/8/2013 2:14,1,SUV/ Crossover,Own home,Restaurant/eating place,More than 20,No,21.0,35953.0,Some college - no degree,Employed Full-time,0
3,AL,6/8/2013 2:27,1,Car,Other,Own home,More than 20,No,18.0,35105.0,9th - 11th grade,Employed Full-time,#NULL!
3,AL,6/8/2013 2:57,1,Car,Restaurant/eating place,Own home,20-Nov,,18.0,35131.0,High school graduate,Employed Part-time,#NULL!
4,AL,6/8/2013 22:20,1,Car,Restaurant/eating place,Own home,10-Jun,No,23.0,35242.0,Some college - no degree,Employed Full-time,#NULL!
4,AL,6/8/2013 22:33,1,SUV/ Crossover,Someone else's home,Own home,10-Jun,No,57.0,35173.0,Associate's degree,Employed Full-time,#NULL!
4,AL,6/8/2013 22:47,1,Car,Someone else's home,Someone else's home,10-Jun,,17.0,35210.0,9th - 11th grade,Employed Part-time,#NULL!
4,AL,6/8/2013 23:12,1,Car,Someone else's home,Someone else's home,10-Jun,,17.0,35210.0,9th - 11th grade,Employed Part-time,#NULL!
4,AL,6/8/2013 23:42,1,Car,Someone else's home,Own home,10-Jun,No,29.0,35004.0,Bachelor's degree,Employed Full-time,0
4,AL,6/9/2013 0:15,1,,Someone else's home,Own home,More than 20,No,19.0,35125.0,Some college - no degree,Unemployed,0
5,AL,6/9/2013 1:50,1,Car,Work,Own home,10-Jun,No,27.0,35120.0,High school graduate,Employed Full-time,0
5,AL,6/9/2013 2:14,1,Car,Other,Own home,20-Nov,No,23.0,35120.0,High school graduate,Employed Full-time,#NULL!
5,AL,6/9/2013 2:49,1,Pickup,Other,Own home,20-Nov,Yes,68.0,35120.0,9th - 11th grade,Employed Full-time,0
5,AL,6/9/2013 3:08,1,Car,"Bar, tavern, club",Own home,20-Nov,No,40.0,35004.0,Some college - no degree,Employed Full-time,#NULL!
5,AL,6/9/2013 3:38,1,Car,"Bar, tavern, club",Own home,20-Nov,Yes,31.0,35235.0,Some college - no degree,Employed Full-time,#NULL!
1,TX,6/28/2013 14:36,#NULL!,Car,,,,,,,,,#NULL!
1,TX,6/28/2013 15:01,1,SUV/ Crossover,Own home,Store or gas station,20-Nov,,70.0,75218.0,High school graduate,Employed Full-time,#NULL!
1,TX,6/28/2013 15:20,#NULL!,Minivan,,,,,,,,,#NULL!
1,TX,6/28/2013 15:33,#NULL!,Car,,,,,,,,,#NULL!
1,TX,6/28/2013 16:01,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
1,TX,6/28/2013 16:10,1,SUV/ Crossover,Own home,Someone else's home,More than 20,No,67.0,75601.0,Doctoral degree,Employed Full-time,#NULL!
2,TX,6/28/2013 22:09,1,Car,Work,Store or gas station,0-5,No,38.0,75028.0,Master's degree,Employed Full-time,#NULL!
2,TX,6/28/2013 22:16,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
2,TX,6/28/2013 22:34,2,Car,Work,Own home,0-5,No,29.0,75220.0,Master's degree,Employed Full-time,0
2,TX,6/28/2013 22:58,2,SUV/ Crossover,Work,Own home,More than 20,No,44.0,75062.0,Some college - no degree,Unemployed,0
2,TX,6/28/2013 23:16,1,Car,Other,Own home,More than 20,Yes,38.0,75062.0,Master's degree,Employed Full-time,0
2,TX,6/28/2013 23:28,1,Car,Work,Own home,More than 20,No,30.0,76006.0,Professional degree,Employed Full-time,#NULL!
2,TX,6/28/2013 23:35,#NULL!,Car,,,,,,,,,#NULL!
2,TX,6/29/2013 0:03,1,Car,Restaurant/eating place,Own home,10-Jun,Yes,33.0,75220.0,Doctoral degree,Employed Full-time,#NULL!
2,TX,6/29/2013 0:11,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
3,TX,6/29/2013 1:26,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
3,TX,6/29/2013 1:32,#NULL!,Car,,,,,,,,,#NULL!
3,TX,6/29/2013 1:53,1,Car,Restaurant/eating place,Own home,20-Nov,No,20.0,75287.0,Some college - no degree,Employed Part-time,#NULL!
3,TX,6/29/2013 2:05,1,Car,School/church,Own home,10-Jun,,22.0,75288.0,High school graduate,Employed Full-time,#NULL!
3,TX,6/29/2013 2:09,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
3,TX,6/29/2013 2:26,6,Car,School/church,Own home,20-Nov,No,19.0,75006.0,Some college - no degree,Unemployed,0
3,TX,6/29/2013 2:34,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
3,TX,6/29/2013 2:38,#NULL!,Car,,,,,,,,,#NULL!
3,TX,6/29/2013 3:00,2,Car,"Bar, tavern, club",Own home,0-5,No,20.0,75287.0,Some college - no degree,Employed Part-time,0
3,TX,6/29/2013 4:58,2,SUV/ Crossover,Someone else's home,Restaurant/eating place,10-Jun,No,21.0,75024.0,Some college - no degree,Employed Full-time,#NULL!
5,TX,6/30/2013 1:17,#NULL!,Car,,,,,,,,,#NULL!
5,TX,6/30/2013 1:22,#NULL!,Car,,,,,,,,,#NULL!
5,TX,6/30/2013 1:41,1,SUV/ Crossover,Someone else's home,Own home,20-Nov,,22.0,75238.0,High school graduate,Unemployed,0
5,TX,6/30/2013 1:56,7,Car,Someone else's home,Own home,10-Jun,Yes,28.0,75230.0,Professional degree,Employed Full-time,#NULL!
5,TX,6/30/2013 2:20,7,SUV/ Crossover,Restaurant/eating place,Own home,0-5,No,32.0,75220.0,Some college - no degree,Employed Full-time,0
5,TX,6/30/2013 2:49,8,SUV/ Crossover,Someone else's home,Own home,10-Jun,No,27.0,75217.0,Some college - no degree,Employed Full-time,#NULL!
5,TX,6/30/2013 2:57,#NULL!,Car,,,,,,,,,#NULL!
1,FL,6/28/2013 9:40,#NULL!,Car,,,,,,,,,#NULL!
1,FL,6/28/2013 9:48,#NULL!,Pickup,,,,,,,,,#NULL!
1,FL,6/28/2013 9:58,#NULL!,Car,,,,,,,,,#NULL!
1,FL,6/28/2013 10:26,1,Car,Own home,Work,20-Nov,No,45.0,33175.0,Master's degree,Employed Full-time,#NULL!
1,FL,6/28/2013 10:50,1,Van,Work,Own home,More than 20,No,39.0,33056.0,Associate's degree,Employed Full-time,0
1,FL,6/28/2013 11:06,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
1,FL,6/28/2013 11:25,6,Minivan,Own home,Restaurant/eating place,0-5,,74.0,33135.0,None - 8th grade,Retired,#NULL!
2,FL,7/12/2013 22:07,#NULL!,Car,,,,,,,,,#NULL!
2,FL,7/12/2013 22:28,8,Car,Someone else's home,Own home,More than 20,No,40.0,33126.0,Bachelor's degree,Employed Part-time,0
2,FL,7/12/2013 22:47,1,Car,Own home,Other,10-Jun,Yes,70.0,33181.0,Some college - no degree,Retired,#NULL!
2,FL,7/12/2013 22:53,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
2,FL,7/12/2013 23:38,1,Car,Own home,"Bar, tavern, club",More than 20,No,30.0,33024.0,Associate's degree,Employed Full-time,#NULL!
3,FL,7/13/2013 1:05,#NULL!,Car,,,,,,,,,#NULL!
3,FL,7/13/2013 1:17,1,Car,Work,Someone else's home,20-Nov,No,24.0,33162.0,Some college - no degree,Employed Full-time,#NULL!
3,FL,7/13/2013 1:29,1,Car,Own home,Restaurant/eating place,20-Nov,No,20.0,33160.0,Some college - no degree,Unemployed,#NULL!
3,FL,7/13/2013 1:45,2,Car,Work,Someone else's home,0-5,,36.0,33125.0,Professional degree,Employed Full-time,#NULL!
3,FL,7/13/2013 2:11,2,Car,Work,Own home,10-Jun,,66.0,33168.0,High school graduate,Employed Part-time,0
3,FL,7/13/2013 2:30,8,Car,Work,Own home,10-Jun,,20.0,33137.0,Some college - no degree,Employed Full-time,#NULL!
3,FL,7/13/2013 2:51,1,SUV/ Crossover,Someone else's home,Own home,10-Jun,Yes,24.0,33131.0,Master's degree,Unemployed,#NULL!
3,FL,7/13/2013 3:26,8,Car,Someone else's home,Someone else's home,10-Jun,Yes,28.0,33181.0,9th - 11th grade,Unemployed,#NULL!
4,FL,6/29/2013 22:25,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
4,FL,6/29/2013 22:45,2,Car,Someone else's home,Own home,More than 20,No,32.0,33156.0,Some college - no degree,Employed Full-time,#NULL!
4,FL,6/29/2013 23:14,3,,Own home,"Bar, tavern, club",20-Nov,No,30.0,33178.0,Some college - no degree,Employed Full-time,0
4,FL,6/29/2013 23:33,1,Car,Sport or rec facility/park,"Bar, tavern, club",0-5,Yes,29.0,33145.0,Bachelor's degree,Employed Full-time,0
4,FL,6/29/2013 23:47,1,Car,Someone else's home,Own home,10-Jun,,56.0,33132.0,Master's degree,Employed Full-time,#NULL!
4,FL,6/29/2013 23:58,1,Car,Work,Own home,20-Nov,No,27.0,33137.0,Some college - no degree,Employed Full-time,#NULL!
4,FL,6/30/2013 0:06,#NULL!,Car,,,,,,,,,#NULL!
4,FL,6/30/2013 0:22,1,Car,Someone else's home,"Bar, tavern, club",0-5,No,20.0,33131.0,Some college - no degree,Other __________________________,#NULL!
5,FL,6/30/2013 1:10,#NULL!,Van,,,,,,,,,#NULL!
5,FL,6/30/2013 1:30,2,Car,Restaurant/eating place,Own home,10-Jun,No,25.0,33142.0,Some college - no degree,Unemployed,#NULL!
5,FL,6/30/2013 1:50,2,SUV/ Crossover,Other,Someone else's home,0-5,,19.0,33179.0,Some college - no degree,Employed Full-time,#NULL!
5,FL,6/30/2013 1:55,#NULL!,Car,,,,,,,,,#NULL!
5,FL,6/30/2013 2:11,1,Car,Restaurant/eating place,Own home,10-Jun,Yes,34.0,33137.0,Master's degree,Employed Full-time,#NULL!
5,FL,6/30/2013 2:17,#NULL!,Car,,,,,,,,,#NULL!
5,FL,6/30/2013 2:23,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
5,FL,6/30/2013 2:28,#NULL!,Car,,,,,,,,,#NULL!
5,FL,6/30/2013 2:50,6,Car,Work,Own home,10-Jun,No,30.0,33138.0,Associate's degree,Employed Full-time,#NULL!
5,FL,6/30/2013 3:09,2,Car,Restaurant/eating place,Someone else's home,20-Nov,,55.0,33309.0,Associate's degree,Unemployed,#NULL!
1,FL,8/23/2013 9:59,2,Car,Own home,Own home,10-Jun,,70.0,33167.0,High school graduate,Retired,0
1,FL,8/23/2013 10:21,1,Car,Own home,Sport or rec facility/park,0-5,No,61.0,33026.0,Some college - no degree,Retired,#NULL!
1,FL,8/23/2013 10:45,1,Car,Own home,Store or gas station,0-5,No,63.0,33026.0,Professional degree,Retired,#NULL!
1,FL,8/23/2013 10:58,2,Car,Other,Own home,More than 20,No,40.0,33313.0,Some college - no degree,Employed Full-time,#NULL!
1,FL,8/23/2013 11:08,1,Car,Own home,Someone else's home,20-Nov,,53.0,33026.0,Bachelor's degree,Homemaker,#NULL!
1,FL,8/23/2013 11:27,3,Pickup,Own home,Store or gas station,20-Nov,,48.0,33027.0,Bachelor's degree,Employed Part-time,#NULL!
1,FL,8/23/2013 12:46,1,SUV/ Crossover,Own home,Store or gas station,0-5,No,53.0,33328.0,Bachelor's degree,Employed Part-time,0
2,FL,8/23/2013 22:06,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
2,FL,8/23/2013 22:17,#NULL!,Car,,,,,,,,,#NULL!
2,FL,8/23/2013 22:32,1,SUV/ Crossover,Own home,Own home,20-Nov,No,46.0,33442.0,Bachelor's degree,Employed Full-time,0
2,FL,8/23/2013 22:52,1,Car,Own home,Work,10-Jun,No,26.0,33064.0,High school graduate,Employed Full-time,0
2,FL,8/23/2013 23:14,2,Car,Restaurant/eating place,Own home,20-Nov,Yes,46.0,33428.0,Bachelor's degree,Employed Full-time,#NULL!
2,FL,8/23/2013 23:46,1,Car,Own home,Restaurant/eating place,10-Jun,No,37.0,33094.0,High school graduate,Unemployed,#NULL!
2,FL,8/23/2013 23:57,1,Car,Work,Store or gas station,0-5,,31.0,33442.0,Some college - no degree,Employed Full-time,#NULL!
3,FL,8/24/2013 1:32,1,Car,Someone else's home,Own home,10-Jun,No,57.0,33313.0,High school graduate,Unemployed,0
3,FL,8/24/2013 1:50,2,Car,Own home,Restaurant/eating place,More than 20,,38.0,33168.0,Some college - no degree,Employed Full-time,#NULL!
3,FL,8/24/2013 2:10,2,Car,Someone else's home,Own home,0-5,No,23.0,33068.0,Some college - no degree,Employed Full-time,#NULL!
3,FL,8/24/2013 2:18,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
3,FL,8/24/2013 2:29,#NULL!,Car,,,,,,,,,#NULL!
3,FL,8/24/2013 2:36,#NULL!,Car,,,,,,,,,#NULL!
3,FL,8/24/2013 2:53,2,Car,Someone else's home,Own home,10-Jun,,18.0,33319.0,Some college - no degree,Employed Part-time,#NULL!
3,FL,8/24/2013 3:24,2,Pickup,Work,Own home,10-Jun,No,62.0,33068.0,9th - 11th grade,Unemployed,0
1,MI,10/4/2013 9:49,1,SUV/ Crossover,Own home,Store or gas station,0-5,,83.0,48420.0,High school graduate,Retired,0
1,MI,10/4/2013 10:00,3,Car,Own home,Work,0-5,,20.0,48420.0,High school graduate,Unemployed,0
1,MI,10/4/2013 10:24,1,SUV/ Crossover,Own home,Work,10-Jun,No,54.0,48420.0,High school graduate,Employed Part-time,0
1,MI,10/4/2013 10:42,1,Car,Other,Other,20-Nov,No,45.0,48458.0,Some college - no degree,Employed Part-time,#NULL!
1,MI,10/4/2013 10:56,1,SUV/ Crossover,Own home,Store or gas station,20-Nov,,67.0,48420.0,Bachelor's degree,Retired,0
1,MI,10/4/2013 11:02,#NULL!,Pickup,,,,,,,,,#NULL!
1,MI,10/4/2013 11:16,1,Car,Own home,Someone else's home,20-Nov,No,58.0,48420.0,Some college - no degree,Employed Full-time,0
1,MI,10/4/2013 11:20,#NULL!,,,,,,,,,,#NULL!
1,MI,10/4/2013 11:29,#NULL!,Pickup,,,,,,,,,#NULL!
2,MI,10/4/2013 22:18,2,Car,Work,Restaurant/eating place,More than 20,,34.0,48505.0,High school graduate,Employed Full-time,0
2,MI,10/4/2013 22:38,1,Pickup,Work,Someone else's home,More than 20,No,19.0,48458.0,High school graduate,Employed Full-time,0
2,MI,10/4/2013 23:02,1,Car,School/church,Own home,More than 20,No,61.0,48458.0,High school graduate,Employed Part-time,0
2,MI,10/4/2013 23:21,2,Car,Store or gas station,Restaurant/eating place,10-Jun,,16.0,48532.0,9th - 11th grade,Unemployed,#NULL!
2,MI,10/4/2013 23:33,1,Car,Own home,Someone else's home,10-Jun,,26.0,48506.0,9th - 11th grade,Employed Full-time,#NULL!
2,MI,10/4/2013 23:49,2,Car,Work,Own home,10-Jun,,29.0,48458.0,Associate's degree,Employed Full-time,#NULL!
2,MI,10/5/2013 0:12,1,Pickup,Someone else's home,Own home,20-Nov,No,53.0,48458.0,Some college - no degree,On Disability,0
3,MI,10/5/2013 1:14,#NULL!,Car,,,,,,,,,#NULL!
3,MI,10/5/2013 1:35,1,Car,Someone else's home,"Bar, tavern, club",0-5,No,42.0,48503.0,Bachelor's degree,Employed Full-time,0
3,MI,10/5/2013 1:53,#NULL!,Car,,,,,,,,,#NULL!
3,MI,10/5/2013 2:37,#NULL!,Car,,,,,,,,,0
3,MI,10/5/2013 2:42,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
3,MI,10/5/2013 2:50,#NULL!,Minivan,,,,,,,,,#NULL!
3,MI,10/5/2013 3:05,4,Car,Own home,Someone else's home,20-Nov,No,23.0,48529.0,High school graduate,Unemployed,#NULL!
4,MI,10/5/2013 22:23,1,Car,Work,Own home,20-Nov,No,25.0,48507.0,Some college - no degree,Employed Part-time,#NULL!
4,MI,10/5/2013 22:27,#NULL!,Pickup,,,,,,,,,#NULL!
4,MI,10/5/2013 22:36,#NULL!,Car,,,,,,,,,#NULL!
4,MI,10/5/2013 22:53,2,SUV/ Crossover,Own home,Restaurant/eating place,0-5,,65.0,48507.0,Bachelor's degree,Retired,#NULL!
4,MI,10/5/2013 22:58,#NULL!,Car,,,,,,,,,#NULL!
4,MI,10/5/2013 23:12,1,Pickup,Other,Own home,10-Jun,No,36.0,48507.0,Some college - no degree,Employed Part-time,#NULL!
4,MI,10/5/2013 23:31,1,SUV/ Crossover,Own home,Store or gas station,0-5,,28.0,48507.0,Some college - no degree,Employed Full-time,0
4,MI,10/5/2013 23:42,#NULL!,Car,,,,,,,,,#NULL!
4,MI,10/5/2013 23:53,#NULL!,Pickup,,,,,,,,,#NULL!
4,MI,10/5/2013 23:59,#NULL!,Pickup,,,,,,,,,#NULL!
5,MI,10/6/2013 1:17,1,Minivan,Store or gas station,Own home,0-5,No,41.0,48439.0,Some college - no degree,Employed Full-time,0
5,MI,10/6/2013 1:36,1,Car,Work,Own home,More than 20,No,46.0,48519.0,Some college - no degree,Employed Full-time,0
5,MI,10/6/2013 2:01,1,Car,Own home,Other,0-5,Yes,37.0,48507.0,Professional degree,Employed Full-time,0
